,bar_id,bar_name,popularity,rating,price,review_count,num_stations_pinged,empty_slots,free_bikes,total_slots,percent_used
461,5cb26a6c9fca56002cb3474b,Billy Buck,0.07,8.2,1.0,186.0,2.0,19,5,24,79.0
462,4f74c0f19c60489d5b7697d2,Cafe Sport Alex,0.55,8.2,2.0,154.0,2.0,19,5,24,79.0
463,4dfac788e4cd567936072592,Aquarium Café Bar,0.94,8.2,2.0,166.0,1.0,19,5,24,79.0
464,5a275c644b78c5058d9c9e6f,Clandestino,0.95,7.8,3.0,200.0,1.0,37,6,43,86.0
465,4bf71147508c0f476c403d31,BEVO Bar + Pizzeria,0.96,7.6,2.0,174.0,1.0,61,20,81,75.0
466,5b91f01e018cbb002c2d7736,Le 409,0.96,7.1,2.0,32.0,1.0,19,0,19,100.0
467,5866b5cbb6e67d6edd13ad8b,Pub Saint Pierre,0.96,7.2,1.0,122.0,1.0,19,0,19,100.0
468,4ad4c06bf964a52075f920e3,Bar le Confessionnal,0.89,6.6,2.0,97.0,1.0,19,0,19,100.0
469,YMJ7E1AcjDF5kN7hVkWd_w,Vargas,0.55,7.0,3.0,95.0,1.0,19,0,19,100.0
470,5b0ac711f193c0002c18040b,King Crab,0.91,8.2,3.0,47.0,1.0,4,11,15,27.0
471,597bf745033693058a6a4ba7,Ti-Agrikol,0.29,7.2,3.0,19.0,1.0,21,1,22,95.0
472,582a9f8f70fc422c2d6de1f7,Le MTL Bar,0.95,6.1,2.0,35.0,1.0,21,1,22,95.0
473,5b20670be1f0aa002c41bab6,Les Enfants du Rock MTL,0.96,8.2,2.0,41.0,1.0,21,1,22,95.0
474,EyCO8HurmdWYbVCdxPg-Ig,L'Gros Luxe Plateau,0.57,7.0,2.0,42.0,1.0,21,1,22,95.0
475,VnIPEcuYrdTzzIIav_4bxw,Cafe Lounge,0.16,4.0,1.0,2.0,2.0,18,5,23,78.0
476,GqJXM5UE05_-5UvhuIr_5g,La Marche à Côté,0.64,6.0,2.0,2.0,3.0,19,3,22,86.0
477,7hdEAII1LHvU9WWiyo2l_g,Taverne Saint-Sacrement,0.53,7.0,2.0,27.0,2.0,25,1,26,96.0
478,__fyRzU8kL6HkVV3wgxfmQ,Beaumonde Par Mademoiselle,0.77,6.0,2.0,5.0,2.0,14,4,18,78.0
479,2lqPBsK4Q32yWvnlYqXoIA,Joverse,0.76,7.0,2.0,55.0,2.0,27,7,34,79.0
480,lLaX4U3_IfiWIFDqv78dcA,Furco,0.02,7.0,2.0,64.0,4.0,32,5,37,86.0
481,ze1qR5KCkfL9bNAOYDE9tQ,Ace Bar,0.7,5.0,2.0,6.0,3.0,32,5,37,86.0
482,HckbDALXYG34UZwRxi_gUw,La P'tite Grenouille Montréal,0.07,6.0,2.0,25.0,3.0,6,9,15,40.0
483,DrIGFIi_EB4LGNZH7opJuw,St-Laurent Bifteck,0.67,8.0,1.0,51.0,2.0,41,5,46,89.0
484,uaf_yrwWo35aWM0_qJCgrw,Pincette,0.33,9.0,3.0,38.0,5.0,15,0,15,100.0
485,ZntrjpC6xAPHPVIYc_TUmA,John Michael's Pub,0.78,6.0,2.0,48.0,4.0,15,0,15,100.0
486,jsaZ2JDgCMl2uk2cRmVPjg,Pub St-Paul,0.65,5.0,2.0,51.0,3.0,15,0,15,100.0
